Ratings,Reviews
5.0,Amazing food. Hands down the best pancakes I've ever had. So fresh and definitely had a homemade taste or even better  Make sure you make a reservation otherwise you will wait an hour to get a table. Coming in the morning rt when they open at 10am is the best because you'll get your order fairly quickly.
5.0,"Had a great experience here. The food was phenomenal, the staff was so professional/informative/and on top of their game, and during covid the only seating available is the patio.... which is what made the whole experience even better! Patio was amazing! Highly recommend this place!"
5.0,"Really beautiful garden-esque patio seating, and food was great too! I ordered the French toast, and would highly recommend"
3.0,Went here for lunch and sat in the gorgeous atrium style patio. The look of this place is what sold us- but sadly the menu was confusing and limited. We tried ordering drinks other than beer & wine and weren't able to bc those are only on the brunch menu (we were there at 2pm which seems pretty brunch appropriate). We ended up having 1 glass of sparkling wine and heading somewhere else to eat and get drinks. Kind of a bummer bc if the menu matched even half of the aesthetic of the place it would be a hit!
4.0,"Cute garden area. The food was decent. Good location in Castro. During COVID, they have a 90min limit, which I think is very reasonable but the staff and food was exceptionally slow."
5.0,"Amazing service from the moment you walk in the door! We had brunch on the garden patio and it was peaceful, quiet, and comfortable. The quinoa brunch bowl and denver omelette were delicious and solid portions. I can't wait to come back!"
5.0,So yummy! I ordered the fried chicken and it was really good. I also really liked the Moscow mule
5.0,"I'm so glad they were able to get us in. This was hands down my favorite place I've been to in San Francisco. The food is special and inviting. I got the vegan lasagna and each bite was as comforting as sitting next to a fireplace on a cold day. The environment only aided in the fairylike experience. Lush trees and dangling plants dine with you at your table, and the twinkle lights are just bright enough for an intimate conversation with friends. Not only was the meal great, but the staff was lovely as well . We were unable to get a reservation, but they set up a table for us and fit us in. Perfect place for a few friends, or a date night. I will come back again."
5.0,"It's been 7 months since San Francisco went into pandemic mode and we're dying to eat out, but safely. Fable has the most beautiful patio we have seen in the city, spacious for an urban restaurant in the heart of the Castro. The patio is definitely the highlight of this meal, with lush greenary all around that take you out of the frenzy of this whole year for a few hours.We ordered eggs benedict, the house burger and a 1/2 order of pancakes. The eggs were perfectly poached, the vegetables and muffin well done. The burger was messy to eat but packed with flavor. The pancake was a must-order. Light, fluffy and full of flavor, with homemade coconut whipped cream and syrup on the side. We went with our 2 years-old daughter and had a great time. The menu is by QR code and waitors all wore masks. The seasonal mimosa was strong and refreshing. We would love to come back. What a gem for outdoors dining especially now."
5.0,Beautiful atmosphere in the back patio. Excellent service. Went for Sunday brunch and although I wasn't very hungry I completely  cleaned my plate. I highly recommend the Sumer squash omelet paired with the blood orange mimosa.
3.0,"Came here for brunch on a Saturday, wait time was ok for sidewalk seating (you need reservations for garden seating). Service was nice and ambiance was great, only issue was that the Chilaquiles Puebla was incredibly bland - no flavor and in dire need of seasoning. The dish was pretty terrible and I just couldn't finish it. The breakfast potatoes I ordered on the side were great, so I'd probably still come back to try other items on the menu."
